Address,Zip Code,Area,Price Category,Current Price,List Price,Close Price,Baths Total,Bedrooms,Building SqFt,Lot Size,Year Built,CDOM,Subdivision
22 Crown Grove,77498,77498/77407,Expensive,1700000,1650000,1700000,5.1,5,6494,11900,2017,30,Crown Garden At Imperial Sec 1b
4903 Shiloh Lake Drive,77407,77498/77407,Expensive,1225000,1590000,1225000,4.2,5,4886,77256,1997,434,Shiloh Lake Estates
11315 Rossie Moor Lane,77407,77498/77407,Expensive,1120000,1150000,1120000,5.1,5,5236,18182,2016,170,ALIANA
11823 Kirkshaw Drive,77407,77498/77407,Expensive,1100000,1200000,1100000,5.1,5,5469,17588,2019,75,Aliana Sec 52
190 Monarch Trail,77498,77498/77407,Expensive,1090000,1098880,1090000,4.1,4,4591,9940,2017,250,Imperial
11607 Kirkshaw Drive,77407,77498/77407,Expensive,1086411,1200000,1086411,4.1,5,5305,13855,2019,8,Aliana Sec 52
11514 Westmoor Drive,77407,77498/77407,Expensive,1060000,1127000,1060000,4.1,4,4238,12407,2020,10,Aliana Sec 51
10614 Pearl Landing Drive,77407,77498/77407,Expensive,1020000,1075000,1020000,4.1,5,5387,9789,2014,47,Aliana Sec 8
11230 Balmullo Court,77407,77498/77407,Expensive,1007000,1038000,1007000,4.1,5,4197,10486,2018,25,Aliana Sec 43 Rep 1
11215 Rattray Court,77407,77498/77407,Expensive,1000000,1048000,1000000,4.1,5,4250,9701,2018,9,Aliana
18310 Handyside Drive,77407,77498/77407,Expensive,980000,1000000,980000,4.1,5,4180,9904,2018,76,Aliana Sec 60
12059 Coplaw Street,77407,77498/77407,Expensive,950000,999000,950000,4.1,5,3993,11510,2021,210,Aliana Sec 68
17307 Daylamani Drive,77407,77498/77407,Expensive,912379,995000,912379,5.2,5,5213,17599,2015,142,Aliana Sec
11319 Sandhaven Drive,77407,77498/77407,Expensive,890000,908000,890000,4.2,5,4225,11466,2017,3,Aliana
76 Scepter Ridge,77498,77498/77407,Expensive,884000,899000,884000,3.1,4,4208,8401,2018,10,Crown Garden At Imperial Sec 2a
11722 Balmartin Drive,77407,77498/77407,Expensive,875000,879000,875000,4.2,4,4152,10702,2019,7,Aliana Sec 63
42 Zenith Lane,77498,77498/77407,Expensive,866000,889000,866000,5.0,5,4450,7920,2019,7,Crown Garden At Imperial Sec 2c
38 Scepter Ridge,77498,77498/77407,Expensive,865000,899000,865000,4.1,5,4252,8413,2017,14,Imperial
23 Quiet Path Drive,77498,77498/77407,Expensive,865000,875000,865000,2.2,3,3436,8558,2014,15,Imperial
18322 Handyside Drive,77407,77498/77407,Expensive,860000,899000,860000,5.1,5,4028,9840,2017,126,1001-60 - Aliana Sec 60
11314 Aberdour Drive,77407,77498/77407,Expensive,850000,850000,850000,4.2,5,4237,11520,2017,3,Aliana Sec 41
3811 Lakeridge Canyon Drive,77498,77498/77407,Expensive,845000,850000,845000,5.1,6,5049,12926,2003,110,Orchard Lake Estates Sec 1
118 6th Street,77498,77498/77407,Expensive,832450,839900,832450,3.0,4,3313,10389,2017,6,S M Williams
17222 Endel Way,77407,77498/77407,Expensive,831500,864900,831500,5.1,5,5025,14390,2014,378,Aliana Sec 17
14 Monarch Court Court,77498,77498/77407,Expensive,830000,875000,830000,4.1,5,4577,8409,2017,478,Crown Garden At Imperial
10503 Fasig Tipton Lane,77407,77498/77407,Expensive,827000,839900,827000,5.1,5,4927,14981,2015,183,Aliana Sec 15
10506 Fasig Tipton Lane,77407,77498/77407,Expensive,815000,825000,815000,4.1,5,4620,14545,2014,14,Aliana Sec 15
17539 Hankar Way,77407,77498/77407,Expensive,815000,825000,815000,4.1,5,4289,12751,2013,119,Aliana Sec 4
47 Monarch Trail,77498,77498/77407,Expensive,800000,829900,800000,3.1,4,3834,9466,2016,465,Crown Garden At Imperial
934 Poydras Street,77498,77498/77407,Expensive,795000,839000,795000,3.1,4,4216,8441,2007,309,The Estates Of Oyster Creek
17403 Hanoverian Drive,77407,77498/77407,Expensive,795000,799900,795000,5.1,5,4504,9411,2010,55,Aliana
17203 Milrig Court,77407,77498/77407,Expensive,795000,795000,795000,4.1,5,4401,16331,2014,77,Aliana Sec 26
17323 Tomintoul Path,77407,77498/77407,Expensive,794000,818000,794000,4.0,5,3900,8682,2015,8,Aliana Sec 33
9406 Sweet Palm Street,77407,77498/77407,Expensive,779727,779727,779727,4.1,5,3584,7800,2025,0,Trillium
67 Zenith Lane,77498,77498/77407,Expensive,778000,889000,778000,4.0,5,3409,10335,2020,16,Crown Garden At Imperial Sec 2c
17002 Pitkennedy Path,77407,77498/77407,Expensive,770715,799000,770715,4.1,5,4073,9100,2016,15,Aliana Sec 45
17306 Kilmahew Place,77407,77498/77407,Expensive,768000,785000,768000,3.1,4,3718,13250,2016,191,Aliana Sec 36
18326 Red Dahlia Road,77407,77498/77407,Expensive,754954,844954,754954,4.1,5,4091,10256,2026,12,Trillium
11726 Balmartin Drive,77407,77498/77407,Expensive,725000,788000,725000,3.0,4,3704,10631,2019,65,Aliana Sec 63
3903 Orchard Club Drive,77407,77498/77407,Expensive,725000,735000,725000,4.1,5,4893,11139,2008,9,Old Orchard Sec 1
10406 Shanley Landing Court,77407,77498/77407,Expensive,725000,745000,725000,4.0,4,3936,10909,2009,51,Aliana
18407 Red Dahlia Road,77407,77498/77407,Expensive,725000,798439,725000,4.0,5,4091,9312,2025,77,Trillium
9315 Sweet Palm Street,77407,77498/77407,Expensive,723577,723577,723577,3.0,4,2998,9542,2025,9,Trillium
9318 Daisy Valley Drive,77407,77498/77407,Expensive,720000,749148,720000,4.0,5,3976,10428,2025,80,Trillium
9322 Sweet Palm Street,77407,77498/77407,Expensive,712285,743049,712285,4.1,5,4135,7800,2026,98,Trillium
67 Quiet Vista Drive,77498,77498/77407,Expensive,703000,725000,703000,3.0,3,2697,8601,2016,163,Quiet Cove At Imperial
18303 Red Dahlia Road,77407,77498/77407,Expensive,702506,782506,702506,4.1,5,3788,14157,2025,47,Trillium
9310 Sweet Palm Street,77407,77498/77407,Expensive,700777,723790,700777,4.0,5,3773,7800,2026,236,Trillium
18006 Glenlora Court,77407,77498/77407,Expensive,700000,724900,700000,3.1,3,2940,10968,2016,25,Aliana Sec 44
10410 Shanley Trace Lane,77407,77498/77407,Expensive,700000,739000,700000,4.2,4,4696,11057,2010,274,Aliana Sec 10
9307 Daisy Valley Drive,77407,77498/77407,Expensive,700000,739512,700000,4.0,5,3949,7801,2025,133,Trillium
9327 Sweet Palm Street,77407,77498/77407,Expensive,698000,769861,698000,4.0,5,4091,8257,2025,83,Trillium
13102 Cameron Crest Lane,77498,77498/77407,Expensive,692000,725000,692000,4.0,5,4693,12816,2004,12,Orchard Lake Estates
13011 Windmill Grove Drive,77407,77498/77407,Expensive,688000,719000,688000,4.1,4,5006,12032,2009,50,Old Orchard Sec 4
17518 Zinnia Dawn Drive,77407,77498/77407,Expensive,687525,728880,687525,4.1,5,3809,8981,2024,198,Trillium
17314 Barzun Way,77407,77498/77407,Expensive,687000,720000,687000,3.1,5,4404,9103,2015,64,Aliana Sec 33
18411 Dogwood Field Drive,77407,77498/77407,Expensive,680000,739219,680000,4.1,5,4091,9526,2026,146,Trillium
10810 Croftmore Drive,77407,77498/77407,Expensive,680000,699990,680000,3.1,4,3442,8170,2016,116,Aliana Sec 54
9411 Sweet Palm Street,77407,77498/77407,Expensive,676000,689496,676000,4.1,4,3491,8176,2025,235,Trillium
18330 Magnolia Valley Lane,77407,77498/77407,Expensive,676000,699999,676000,4.1,4,3491,8450,2025,153,Trillium
5703 Eden Crest Court,77407,77498/77407,Expensive,675000,725000,675000,4.1,6,4395,16866,2015,123,Long Meadow Farms Sec 30
11507 Taagan Lane,77407,77498/77407,Expensive,675000,715000,675000,4.1,5,3985,8679,2019,52,Aliana Sec 64
9311 Daisy Valley Drive,77407,77498/77407,Expensive,675000,729970,675000,4.1,5,4154,7801,2025,56,Trillium
9423 Sweet Palm Street,77407,77498/77407,Expensive,674000,727630,674000,4.1,5,3690,12113,2025,281,Trillium
18327 Magnolia Valley Lane,77407,77498/77407,Expensive,673652,797400,673652,4.0,5,3733,8675,2026,43,Trillium
11123 Dowbeck Ave,77407,77498/77407,Expensive,670000,670000,670000,3.1,4,3554,12704,2015,3,Aliana Sec
9402 Sweet Palm Lane,77407,77498/77407,Expensive,670000,786565,670000,4.1,5,3970,7800,2025,85,Trillium
18339 Magnolia Valley Lane,77407,77498/77407,Expensive,665120,699170,665120,4.1,5,3584,8350,2026,35,Trillium
17202 Whitlam Place,77407,77498/77407,Expensive,660000,675000,660000,4.0,4,3639,9243,2016,24,Aliana Sec 45
9310 Daisy Valley Drive,77407,77498/77407,Expensive,660000,759837,660000,5.1,5,3970,8320,2026,100,Trillium
13107 Catalina Grove Lane,77407,77498/77407,Expensive,660000,674900,660000,4.1,6,4223,9462,2008,21,Old Orchard Sec 3
5707 Violet Ridge Drive,77407,77498/77407,Expensive,660000,674900,660000,4.1,5,4016,8004,2025,129,Stonecreek Estates
9318 Sweet Palm Street,77407,77498/77407,Expensive,660000,699879,660000,3.1,4,4020,7800,2026,83,Trillium
9414 Sweet Palm Street,77407,77498/77407,Expensive,660000,699958,660000,4.1,5,4118,7800,2026,130,Trillium
18315 Red Dahlia Road,77407,77498/77407,Expensive,660000,689959,660000,3.1,4,4020,8681,2026,141,Trillium
18415 Red Dahlia Road,77407,77498/77407,Expensive,659869,699530,659869,3.1,4,4074,7813,2025,186,Trillium
9642 Pink Lotus Court,77407,77498/77407,Expensive,657379,661779,657379,4.1,5,3198,8415,2025,103,Trillium
17431 Endel Way,77407,77498/77407,Expensive,655000,699000,655000,3.1,4,3594,11097,2012,102,Aliana Sec 4
10815 Ashland Bridge Lane,77498,77498/77407,Expensive,655000,649000,655000,3.1,5,5046,11414,2003,131,Woodbridge Estates
9410 Sweet Palm Street,77407,77498/77407,Expensive,651700,686700,651700,4.0,5,3611,7800,2025,209,Trillium
11718 Balmartin Drive,77407,77498/77407,Expensive,650000,659000,650000,3.0,4,2803,11569,2020,7,Aliana Sec 63
18311 Magnolia Valley Lane,77407,77498/77407,Expensive,650000,682280,650000,4.1,5,3544,8100,2026,163,Trillium
17210 Newtonmore Crossing,77407,77498/77407,Expensive,649000,659000,649000,3.0,4,3527,8894,2015,207,Aliana Sec 46
21015 Arden Park Drive,77407,77498/77407,Expensive,649000,649999,649000,4.1,5,3998,12502,2016,90,Long Meadow Farms Sec 40
15114 Beech Fork,77498,77498/77407,Expensive,640000,660000,640000,4.0,5,4312,13780,2003,70,Woodbridge Estates Sec 2
9618 Seaside Daisy Lane,77407,77498/77407,Expensive,638154,638154,638154,4.1,5,3178,6890,2025,51,Trillium
5719 Chambering Court,77407,77498/77407,Expensive,635000,645000,635000,4.1,5,4379,9618,2014,100,Long Meadow Farms
1819 Candle Light Court,77498,77498/77407,Expensive,631250,649000,631250,4.1,4,3934,9580,2005,6,Gannoway Lake Estates Sec 2
14310 Manorbier Lane,77498,77498/77407,Expensive,630000,659000,630000,4.0,6,3754,6971,2004,6,Chelsea Harbour Sec 2
18407 Dogwood Field Drive,77407,77498/77407,Expensive,630000,699929,630000,4.0,4,3335,9526,2026,46,Trillium
18322 Red Dahlia Road,77407,77498/77407,Expensive,630000,689276,630000,3.1,4,3443,12379,2026,122,Trillium
14227 Hawkesbury Court,77498,77498/77407,Expensive,630000,638000,630000,4.0,5,3634,7298,2005,19,Chelsea Harbour
9303 Daisy Valley Drive,77407,77498/77407,Expensive,629227,629227,629227,3.1,4,3443,9097,2025,113,Trillium
18319 Red Dahlia Road,77407,77498/77407,Expensive,625097,639890,625097,3.1,4,3406,8681,2025,223,Trillium
18511 Winford Arbor Lane,77407,77498/77407,Expensive,625000,649900,625000,3.1,6,4363,8947,2016,98,Grand Vista Sec 12
18330 Red Dahlia Road,77407,77498/77407,Expensive,620000,699262,620000,3.1,4,3453,9879,2026,56,Trillium
18310 Dogwood Field Drive,77407,77498/77407,Expensive,620000,653780,620000,3.1,4,3407,8101,2025,253,Trillium
18338 Magnolia Valley Lane,77407,77498/77407,Expensive,620000,699989,620000,4.0,5,3649,7500,2025,209,Trillium
5203 Auckland Drive,77498,77498/77407,Expensive,620000,640000,620000,3.1,5,4237,6383,2006,61,Chelsea Harbour
18411 Red Dahlia Road,77407,77498/77407,Expensive,619601,619601,619601,3.1,4,3439,7822,2025,133,Trillium
18410 Red Dahlia Road,77407,77498/77407,Expensive,617550,644700,617550,3.1,4,2998,9299,2026,104,Trillium
5322 Mornington Drive,77498,77498/77407,Expensive,614250,615000,614250,3.1,5,3361,6515,2007,97,Chelsea Harbour Sec 2
17931 Primrose Grove Drive,77407,77498/77407,Expensive,611619,650988,611619,4.1,5,3150,7100,2025,34,Trillium
9618 Pink Lotus Court,77407,77498/77407,Expensive,610000,691080,610000,4.0,5,3230,6484,2025,6,Trillium
4414 Tilbury Trail,77407,77498/77407,Expensive,608000,645000,608000,3.2,4,3852,7150,2016,296,Windsor Estates Sec 2
9634 Pink Lotus Court,77407,77498/77407,Expensive,605000,642090,605000,4.1,5,3178,7707,2026,21,Trillium
18411 Kilbowie Place,77407,77498/77407,Expensive,605000,640000,605000,3.1,4,3381,7095,2019,31,Aliana Sec 65
17803 Netherby Lane,77407,77498/77407,Expensive,605000,625000,605000,3.1,3,3036,8400,2014,68,Aliana Sec 18
13735 Contour Ct,77407,77498/77407,Expensive,602000,630000,602000,3.2,4,3924,8932,2014,128,Windsor Estates
20907 Tranquil Shores Drive,77407,77498/77407,Expensive,600000,635000,600000,3.0,4,3540,12213,2013,71,Lakemont Shores
12303 Dunkeld Court,77407,77498/77407,Expensive,600000,620000,600000,4.0,5,3164,11917,2021,195,ALIANA
21115 BRUNSON FALLS Drive,77407,77498/77407,Expensive,599000,599900,599000,3.1,4,3647,7740,2014,116,Long Meadow Farms Sec 32
9003 Alps Peak Court,77407,77498/77407,Expensive,595000,625000,595000,3.1,6,4542,13634,2015,37,Grand Vista
9614 Pink Lotus Court,77407,77498/77407,Expensive,595000,619810,595000,4.1,5,3178,NULL,2026,118,Trillium
20830 Bighorn Valley Lane,77407,77498/77407,Expensive,595000,624999,595000,4.1,4,3530,8400,2018,155,Long Meadow Farms
20910 Cordell Landing Drive,77407,77498/77407,Expensive,592500,625000,592500,3.1,5,3585,8045,2013,52,Lakemont Shores
13222 Dusty Grove Lane,77498,77498/77407,Expensive,590000,604000,590000,3.1,4,3681,14782,2001,43,Orchard Lake Estates
17611 Lynedoch Lane,77407,77498/77407,Expensive,590000,610000,590000,3.0,4,3007,9755,2018,155,Aliana Sec 41
9602 Starry Eyes Lane,77407,77498/77407,Expensive,589999,644990,589999,4.1,5,3318,6218,2025,132,Trillium
11106 Wishaw Way,77407,77498/77407,Expensive,588000,598000,588000,3.1,4,3288,9724,2015,79,Aliana Sec 46
17942 Carnation Glen Drive,77407,77498/77407,Expensive,587897,599999,587897,4.1,5,3327,7170,2025,20,Trillium
19707 Mission Pines Lane,77407,77498/77407,Expensive,587500,600000,587500,3.1,4,3737,9446,2008,371,Grand Mission Estates
14306 Manorbier Lane,77498,77498/77407,Expensive,585000,595000,585000,3.1,4,2925,6585,2004,6,Chelsea Harbour Sec 2
9619 Pink Lotus Court,77407,77498/77407,Expensive,585000,597626,585000,3.0,4,3289,6571,2025,162,Trillium
17826 Carnation Glen Drive,77407,77498/77407,Expensive,585000,589999,585000,4.1,5,3327,6500,2025,142,Trillium
1002 Millstone Court,77498,77498/77407,Expensive,580000,575000,580000,4.1,4,3178,9780,1987,12,"Sugarmill, Sugar Mill"
6023 Painted Rock Trail,77407,77498/77407,Expensive,580000,619999,580000,3.1,3,3189,8400,2018,122,Long Meadow Farms Sec 43
18323 Red Dahlia Road,77407,77498/77407,Expensive,580000,645890,580000,3.0,4,2998,8805,2025,22,Trillium
17715 NETHERBY LANE,77407,77498/77407,Expensive,580000,599990,580000,3.0,3,2960,12519,2013,167,ALIANA Sec 18
20718 Barrington Meadow Trace,77407,77498/77407,Expensive,580000,599999,580000,4.0,5,3708,8127,2019,90,Fieldstone
17946 Carnation Glen Drive,77407,77498/77407,Expensive,580000,603270,580000,4.1,5,3178,6500,2025,217,Trillium
17019 Mahogany Trace Lane,77407,77498/77407,Expensive,575000,585000,575000,3.1,4,3766,8040,2013,215,Aliana Sec 2
10806 Poolman Place,77407,77498/77407,Expensive,575000,575000,575000,3.1,3,2771,9579,2014,7,Aliana Sec 18
18307 Red Dahlia Road,77407,77498/77407,Expensive,575000,589998,575000,3.1,4,3039,7813,2025,258,Trillium
9618 Foxwood Meadow Lane,77407,77498/77407,Expensive,575000,701634,575000,3.0,4,3289,7069,2026,27,Trillium
17519 Murrayfield Court,77407,77498/77407,Expensive,575000,640000,575000,3.1,4,3578,8266,2015,73,Aliana Sec 20 Pt Rep 1
17918 Carnation Glen Drive,77407,77498/77407,Expensive,575000,599989,575000,4.1,5,3178,6500,2025,125,Trillium
9403 Sweet Palm Street,77407,77498/77407,Expensive,575000,598763,575000,3.1,4,3039,8228,2025,133,Trillium
21135 Breezy Shore Lane,77407,77498/77407,Expensive,570000,610000,570000,3.1,5,4250,11880,2009,29,Lakemont Cove
17643 Tulip Meadow,77407,77498/77407,Expensive,570000,653889,570000,3.0,4,3184,6505,2025,58,Trillium
9606 Starry Eyes Lane,77407,77498/77407,Expensive,569520,649989,569520,4.1,5,3150,6236,2025,61,Trillium
14306 Jaubert Court,77498,77498/77407,Expensive,565000,569000,565000,3.0,4,3284,6902,2003,292,Chelsea Harbour Sec 1
17106 Nitshill Lane,77407,77498/77407,Expensive,565000,569990,565000,3.1,4,3234,7560,2014,122,Aliana
10810 Poolman Place,77407,77498/77407,Expensive,565000,584999,565000,3.1,3,2885,9999,2014,23,Aliana Sec 18
17626 Quiet Shores Drive,77407,77498/77407,Expensive,561740,479000,561740,3.0,4,2989,7440,2012,193,Aliana
18111 Kersland Court,77407,77498/77407,Expensive,560000,575000,560000,3.1,3,3335,8669,2017,157,Aliana Sec 44
13042 Sheildaig Street,77407,77498/77407,Expensive,560000,589000,560000,3.1,4,2620,15829,2021,104,Aliana
13931 HIDDEN LAKE Lane,77498,77498/77407,Expensive,560000,585000,560000,2.2,3,3504,12348,1993,0,"SUGARMILL, SUGAR MILL"
9615 Foxwood Meadow Lane,77407,77498/77407,Expensive,560000,659005,560000,3.0,4,3140,5058,2025,130,Trillium
8006 Pacific Spring Lane,77407,77498/77407,Expensive,560000,570000,560000,2.1,3,2884,10036,2011,24,Lakemont Shores
19914 Oakland Knoll Circle,77407,77498/77407,Expensive,560000,550000,560000,2.0,3,2569,10001,2018,5,Grand Mission Estates Sec 4
11015 Glencorse Avenue,77407,77498/77407,Expensive,558000,580000,558000,3.0,4,3018,7727,2018,49,Aliana Sec 57
11110 Staffin Way,77407,77498/77407,Expensive,554000,579000,554000,3.0,4,3594,7802,2015,91,Aliana Sec 20 Pt Rep 1
19914 Ryans Colony Lane,77407,77498/77407,Expensive,554000,565000,554000,3.0,4,3091,7971,2021,2,Grand Mission Estates Sec 22
1251 Misty Lake Court,77498,77498/77407,Expensive,553000,570000,553000,3.0,4,2514,5645,1991,4,Sugarmill Sec 7
9603 Starry Eyes Lane,77407,77498/77407,Expensive,550000,646977,550000,4.0,5,3167,7437,2026,54,Trillium
6022 Allendale Ridge Trail,77407,77498/77407,Expensive,550000,549900,550000,3.1,4,4182,8125,2016,288,Fieldstone
9626 Pink Lotus Court,77407,77498/77407,Expensive,550000,569977,550000,3.0,4,3140,6533,2025,90,Trillium
11134 Croftmore Drive,77407,77498/77407,Expensive,550000,564900,550000,3.0,4,2935,7190,2018,21,Aliana
9615 Starry Eyes Lane,77407,77498/77407,Expensive,549986,589314,549986,4.0,5,3197,6979,2025,70,Trillium
13419 Orchard Shadows Drive,77407,77498/77407,Expensive,548000,548000,548000,3.0,4,3235,10800,2008,7,Old Orchard Sec 6
14242 Nelson Bay Court,77498,77498/77407,Expensive,547500,559990,547500,3.1,4,2886,5249,2005,10,Chelsea Harbour Sec 2
414 Lakeview Drive,77498,77498/77407,Expensive,545000,545000,545000,2.0,3,1853,11500,1958,300,Cleveland Lake Sub Sec 3
9606 Foxwood Meadow Lane,77407,77498/77407,Expensive,545000,599989,545000,4.0,5,2935,7666,2026,153,Trillium
12502 Kinmundy Lane,77407,77498/77407,Expensive,545000,555555,545000,3.1,4,2778,7426,2020,264,Aliana Sec 66
17123 Chalmers Close Court,77407,77498/77407,Expensive,543000,548000,543000,3.0,4,2862,7809,2014,11,Aliana Sec 28
17951 Primrose Grove Drive,77407,77498/77407,Expensive,542757,554764,542757,4.0,5,2684,6764,2025,251,Trillium
17914 Primrose Grove Drive,77407,77498/77407,Expensive,540000,597733,540000,3.0,4,3159,6625,2026,128,Trillium
9611 Starry Eyes Lane,77407,77498/77407,Expensive,540000,558962,540000,3.0,4,3159,6712,2025,169,Trillium
3906 Lakeridge Canyon Drive,77498,77498/77407,Expensive,540000,535000,540000,3.1,4,3472,8519,2002,18,Orchard Lake Estates Sec 1
9615 Pink Lotus Court,77407,77498/77407,Expensive,539000,539479,539000,3.0,4,3184,6582,2025,196,Trillium
20842 Bighorn Valley Lane,77407,77498/77407,Expensive,538000,549900,538000,3.0,4,2919,8400,2017,29,Long Meadow Farms Sec 43
1115 Mariner Cove,77498,77498/77407,Expensive,537145,550000,537145,2.1,3,2423,6126,1992,195,Sugarmill Sec 7
19802 Quarry Stone Lane,77407,77498/77407,Expensive,535400,537900,535400,4.1,4,2954,15627,2018,4,Grand Mission Estates
9626 Starry Eyes Lane,77407,77498/77407,Expensive,535000,576418,535000,3.0,4,3140,6286,2025,185,Trillium
15106 Oldtown Bridge Court,77498,77498/77407,Expensive,535000,589000,535000,4.1,5,4215,12635,2003,183,Woodbridge Estates Sec 2
9618 Starry Eyes Lane,77407,77498/77407,Expensive,535000,585780,535000,4.0,5,2596,6312,2025,48,Trillium
17127 Chalmers Close Court,77407,77498/77407,Expensive,531800,539900,531800,3.0,4,2796,7301,2014,2,Aliana Sec 28
9635 Foxwood Meadow Lane,77407,77498/77407,Expensive,530000,594050,530000,4.0,5,2596,7492,2025,11,Trillium
8435 Oakland Heights Lane,77407,77498/77407,Expensive,530000,550000,530000,4.1,5,3178,6900,2021,25,Grand Vista Sec 18
17714 Netherby Lane,77407,77498/77407,Expensive,530000,565000,530000,3.1,3,2866,10219,2014,245,Aliana
14103 Ragus Lake Drive,77498,77498/77407,Expensive,530000,550000,530000,3.0,4,3104,11316,1990,66,Sugarmill
9643 Pink Lotus Court,77407,77498/77407,Expensive,530000,549019,530000,3.0,4,3140,7191,2025,189,Trillium
9831 Sunflower Mist Lane,77407,77498/77407,Expensive,530000,559881,530000,3.0,4,3140,6250,2025,76,Trillium
2006 Orchid Street,77498,77498/77407,Expensive,529990,539990,529990,3.1,4,2935,5708,2025,58,Park at Eldridge
10906 Kennowy Ct,77407,77498/77407,Expensive,529600,549000,529600,3.0,4,2738,6995,2017,13,ALIANA
13211 Dusty Grove Lane,77498,77498/77407,Expensive,525000,549000,525000,4.0,5,4333,8756,2001,2,Orchard Lake Estates Sec 1
14038 Cobalt Glen Drive,77498,77498/77407,Expensive,525000,555000,525000,4.1,4,3768,13555,2003,387,Glen Laurel Sec 8
16802 Bonnyton Drive,77407,77498/77407,Expensive,525000,534900,525000,3.0,4,2828,11411,2013,15,Aliana Sec 22
8922 Granary Gate Lane,77407,77498/77407,Expensive,524900,524900,524900,3.0,4,3060,13034,2021,38,Grand Mission Estates
8007 Clearwater Glen Court,77407,77498/77407,Expensive,522500,539900,522500,2.1,3,2649,9273,2021,240,Grand Mission Estates Sec 23
9631 Pink Lotus Court,77407,77498/77407,Expensive,520000,592810,520000,4.0,5,2596,7071,2026,50,Trillium
17526 Endel Way,77407,77498/77407,Expensive,520000,582499,520000,3.1,4,3349,9181,2012,70,Aliana Sec 4
21014 Greyhawk Court,77407,77498/77407,Expensive,520000,525000,520000,3.1,4,3099,16419,2015,142,Long Meadow Farms
17919 Primrose Grove Drive,77407,77498/77407,Expensive,519750,589830,519750,4.0,5,2596,6689,2025,73,Trillium
17918 Primrose Grove Drive,77407,77498/77407,Expensive,519000,539373,519000,3.0,4,2558,7027,2026,70,Trillium
10915 Croftmore Drive,77407,77498/77407,Expensive,517272,525000,517272,3.0,4,2877,8008,2016,240,Aliana
19707 Mallets Bay Court,77407,77498/77407,Expensive,515000,535000,515000,2.1,4,3250,15442,2007,54,Grand Mission Estates Sec 1
21323 Falls Frost Drive,77407,77498/77407,Expensive,515000,519999,515000,3.0,4,2939,6100,2018,99,Long Meadow Farms Sec 41
19843 Quarry Stone Lane,77407,77498/77407,Expensive,515000,549900,515000,3.1,4,3398,8446,2015,296,Grand Mission Estates Sec 3
9626 Seaside Daisy Lane,77407,77498/77407,Expensive,514340,549989,514340,4.0,5,2596,6689,2025,90,Trillium
14406 Dunrobin Way,77498,77498/77407,Expensive,514000,525000,514000,3.1,6,3930,6583,2004,135,Chelsea Harbour Sec 2
21307 Plum Gate Court,77407,77498/77407,Expensive,512500,515000,512500,3.1,4,3311,13194,2013,89,Lakemont Lake Bend
8923 Granary Gate Lane,77407,77498/77407,Expensive,512000,527000,512000,3.1,4,3067,16064,2023,117,Grand Mission Estates Sec 27
11114 Raiselands Drive,77407,77498/77407,Expensive,510000,548000,510000,3.1,5,3577,10507,2015,274,Aliana Sec 20 Pt Rep 1
17022 Huttons Court Lane,77407,77498/77407,Expensive,510000,549000,510000,3.1,4,3582,8040,2009,287,Aliana Sec 2
9619 Foxwood Meadow Lane,77407,77498/77407,Expensive,508000,549930,508000,3.0,4,2558,6250,2026,72,Trillium
21210 Hawkspur Circle Circle,77407,77498/77407,Expensive,506500,539000,506500,3.1,4,3377,12137,2014,266,Long Meadow Farms Sec 30
17018 Mahogany Trace Lane,77407,77498/77407,Expensive,505001,518000,505001,3.1,4,3097,7960,2013,7,Aliana Sec 2
8034 Ivy Bush Bend Lane,77407,77498/77407,Expensive,505000,549838,505000,3.1,4,3365,9855,2012,204,Lakemont Lake Bend Sec 1
4310 Tilbury Trail,77407,77498/77407,Expensive,505000,535000,505000,3.1,4,3136,8213,2016,143,Windsor Estates Sec 2
9619 Starry Eyes Lane,77407,77498/77407,Expensive,505000,559992,505000,3.0,4,2558,7122,2025,33,Trillium
17834 Carnation Glen Drive,77407,77498/77407,Expensive,505000,549989,505000,4.0,5,2596,6500,2025,170,Trillium
13822 Blue Vista Drive,77498,77498/77407,Expensive,505000,529000,505000,5.0,6,4560,9570,2003,143,Glen Laurel
3730 Windmill Creek Drive,77407,77498/77407,Expensive,503000,508000,503000,3.0,4,2718,7867,2009,3,Old Orchard
9607 Starry Eyes Lane,77407,77498/77407,Expensive,500887,500887,500887,3.0,4,2558,6500,2025,52,Trillium
6002 Somerset Valley Drive,77407,77498/77407,Expensive,500000,525000,500000,3.0,3,2881,8949,2018,29,Long Meadow Farms Sec 43
7818 Pacific Spring Lane,77407,77498/77407,Expensive,500000,540000,500000,3.0,5,3300,10391,2014,93,Lakemont Shores
9631 Foxwood Meadow Lane,77407,77498/77407,Expensive,500000,497590,500000,3.0,4,2278,7131,2026,115,Trillium
18542 Twilight Arbor Trail,77407,77498/77407,Expensive,500000,514990,500000,3.1,4,3446,8545,2020,150,Grand Vista Sec 17
5015 Shale Grove Court,77407,77498/77407,Expensive,500000,524990,500000,3.1,5,4017,14976,2009,105,Fieldstone Sec 3
11530 Gowanhill Drive,77407,77498/77407,Expensive,500000,510000,500000,3.1,4,2777,8763,2017,77,Aliana
19810 View Park Lane,77407,77498/77407,Expensive,495000,499990,495000,2.1,3,2659,7959,2020,48,Grand Mission Estates Sec 23
